NAME_LAT,KOATUU_RAY,longitude,latitude,KOATUU
Hirne,4411400000,39.598,48.277,4411445300
Uspenivka,1422700000,37.02,48.2,1422784010
Fedorivka,1420300000,37.086,48.65,1420383815
Kholodne,1423600000,38.222,47.118,1423686011
Verbova Balka,1410100000,38.081,47.833,1410166303
Hnutove,1412300000,37.752,47.206,1412365801
Hryshky,1410100000,37.995,47.878,1410166305
Chernukhyne,4423600000,38.513,48.326,4423657400
Kruhlyk,4423600000,38.506,48.342,4423657401
Chervonyi Prapor,4423600000,38.555,48.44,4423684401
Tsentralnyi,4423600000,38.576,48.347,4423657300
Komisarivka,4423600000,38.522,48.389,4423656100
Yuzhna Lomuvatka,4410500000,38.531,48.436,4410546500
Lomuvatka,4410500000,38.559,48.453,4410546200
Verhulivka,4410500000,38.534,48.4,4410545300
Verhulivka,4423600000,38.491,48.396,4423656102
Sofiivka,4423600000,38.566,48.37,4423657301
Olenivka,4423600000,38.571,48.408,4423684405
